//Exported ASCII-File
[Header]
FileName = D:\User\WITec\Measurements\Romane\APTMS_DROPLETS.wip_2.wip
GraphName = 3.12_10microL_center_x50--Series Slow--090--Spec.Data 1 (CRR) (Sub BG) (Fit Gauss: Amp(0))
SizeX = 1
SizeY = 1
SizeGraph = 720
PositionUnit = µm
PositionX = 1071.7
PositionY = -10932.9
PositionZ = 93.68775
XAxisUnit = P
DataUnit = CCD cts

[Data]
X-Axis,3.12_10microL_center_x50--Series Slow--090--Spec.Data 1 (CRR) (Sub BG) (Fit Gauss: Amp(0))
P,CCD cts
 3.92000E+02, 3.33197E+01
 3.93000E+02, 3.19710E+01
 3.94000E+02, 3.09978E+01
 3.95000E+02, 3.31707E+01
 3.96000E+02, 3.14607E+01
 3.97000E+02, 3.18165E+01
 3.98000E+02, 3.08968E+01
 3.99000E+02, 3.24603E+01
 4.00000E+02, 2.91586E+01
 4.01000E+02, 3.01828E+01
 4.02000E+02, 3.03508E+01
 4.03000E+02, 2.82240E+01
 4.04000E+02, 3.16640E+01
 4.05000E+02, 2.85468E+01
 4.06000E+02, 3.18275E+01
 4.07000E+02, 3.09281E+01
 4.08000E+02, 2.95354E+01
 4.09000E+02, 3.21588E+01
 4.10000E+02, 2.99829E+01
 4.11000E+02, 2.84129E+01
 4.12000E+02, 3.03925E+01
 4.13000E+02, 3.11655E+01
 4.14000E+02, 2.87091E+01
 4.15000E+02, 2.83395E+01
 4.16000E+02, 3.09207E+01
 4.17000E+02, 2.92523E+01
 4.18000E+02, 3.02277E+01
 4.19000E+02, 3.08383E+01
 4.20000E+02, 2.92568E+01
 4.21000E+02, 3.05211E+01
 4.22000E+02, 3.03315E+01
 4.23000E+02, 2.96909E+01
 4.24000E+02, 2.98907E+01
 4.25000E+02, 3.04548E+01
 4.26000E+02, 2.78641E+01
 4.27000E+02, 3.06214E+01
 4.28000E+02, 3.11587E+01
 4.29000E+02, 2.91557E+01
 4.30000E+02, 3.06597E+01
 4.31000E+02, 2.76525E+01
 4.32000E+02, 2.77101E+01
 4.33000E+02, 2.73456E+01
 4.34000E+02, 2.78032E+01
 4.35000E+02, 2.94185E+01
 4.36000E+02, 2.94607E+01
 4.37000E+02, 2.97624E+01
 4.38000E+02, 3.16652E+01
 4.39000E+02, 2.63536E+01
 4.40000E+02, 2.79235E+01
 4.41000E+02, 3.12036E+01
 4.42000E+02, 2.70729E+01
 4.43000E+02, 2.85594E+01
 4.44000E+02, 2.94288E+01
 4.45000E+02, 2.87072E+01
 4.46000E+02, 2.83926E+01
 4.47000E+02, 2.88807E+01
 4.48000E+02, 3.02491E+01
 4.49000E+02, 2.92909E+01
 4.50000E+02, 2.65678E+01
 4.51000E+02, 2.79443E+01
 4.52000E+02, 2.97516E+01
 4.53000E+02, 2.87283E+01
 4.54000E+02, 2.83568E+01
 4.55000E+02, 2.80613E+01
 4.56000E+02, 2.63203E+01
 4.57000E+02, 2.80233E+01
 4.58000E+02, 2.74514E+01
 4.59000E+02, 2.90815E+01
 4.60000E+02, 2.69814E+01
 4.61000E+02, 2.87586E+01
 4.62000E+02, 2.49765E+01
 4.63000E+02, 2.85194E+01
 4.64000E+02, 2.68167E+01
