//Exported ASCII-File
[Header]
FileName = D:\User\WITec\Measurements\Romane\APTMS_DROPLETS.wip_2.wip
GraphName = 3.12_10microL_center_x50--Series Slow--090--Spec.Data 1 (CRR) (Sub BG) (Fit Gauss: x0(4))
SizeX = 1
SizeY = 1
SizeGraph = 720
PositionUnit = µm
PositionX = 1071.7
PositionY = -10932.9
PositionZ = 93.68775
XAxisUnit = P
DataUnit = rel. 1/cm

[Data]
X-Axis,3.12_10microL_center_x50--Series Slow--090--Spec.Data 1 (CRR) (Sub BG) (Fit Gauss: x0(4))
P,rel. 1/cm
 3.94000E+02, 3.41457E+03
 3.95000E+02, 3.42297E+03
 3.96000E+02, 3.42175E+03
 3.97000E+02, 3.42094E+03
 3.98000E+02, 3.42023E+03
 3.99000E+02, 3.41737E+03
 4.00000E+02, 3.41586E+03
 4.01000E+02, 3.41979E+03
 4.02000E+02, 3.41740E+03
 4.03000E+02, 3.41155E+03
 4.04000E+02, 3.41766E+03
 4.05000E+02, 3.41716E+03
 4.06000E+02, 3.41933E+03
 4.07000E+02, 3.41612E+03
 4.08000E+02, 3.41652E+03
 4.09000E+02, 3.41679E+03
 4.10000E+02, 3.42065E+03
 4.11000E+02, 3.42013E+03
 4.12000E+02, 3.41915E+03
 4.13000E+02, 3.41975E+03
 4.14000E+02, 3.41334E+03
 4.15000E+02, 3.41281E+03
 4.16000E+02, 3.41546E+03
 4.17000E+02, 3.42280E+03
 4.18000E+02, 3.42274E+03
 4.19000E+02, 3.41811E+03
 4.20000E+02, 3.41910E+03
 4.21000E+02, 3.41132E+03
 4.22000E+02, 3.41998E+03
 4.23000E+02, 3.41951E+03
 4.24000E+02, 3.41668E+03
 4.25000E+02, 3.42008E+03
 4.26000E+02, 3.41444E+03
 4.27000E+02, 3.41994E+03
 4.28000E+02, 3.41528E+03
 4.29000E+02, 3.41665E+03
 4.30000E+02, 3.42001E+03
 4.31000E+02, 3.41860E+03
 4.32000E+02, 3.41393E+03
 4.33000E+02, 3.41306E+03
 4.34000E+02, 3.41544E+03
 4.35000E+02, 3.41250E+03
 4.36000E+02, 3.41574E+03
 4.37000E+02, 3.41481E+03
 4.38000E+02, 3.41704E+03
 4.39000E+02, 3.41580E+03
 4.40000E+02, 3.41812E+03
 4.41000E+02, 3.41612E+03
 4.42000E+02, 3.41743E+03
 4.43000E+02, 3.42117E+03
 4.44000E+02, 3.41840E+03
 4.45000E+02, 3.41444E+03
 4.46000E+02, 3.42256E+03
 4.47000E+02, 3.41633E+03
 4.48000E+02, 3.41463E+03
 4.49000E+02, 3.41594E+03
 4.50000E+02, 3.41657E+03
 4.51000E+02, 3.41374E+03
 4.52000E+02, 3.41396E+03
 4.53000E+02, 3.41198E+03
 4.54000E+02, 3.41286E+03
 4.55000E+02, 3.41699E+03
 4.56000E+02, 3.41842E+03
 4.57000E+02, 3.41321E+03
 4.58000E+02, 3.41674E+03
 4.59000E+02, 3.41635E+03
 4.60000E+02, 3.41814E+03
 4.61000E+02, 3.41570E+03
 4.62000E+02, 3.41610E+03
 4.63000E+02, 3.42191E+03
 4.64000E+02, 3.41905E+03
 4.65000E+02, 3.41697E+03
 4.66000E+02, 3.41537E+03
 4.67000E+02, 3.41610E+03
 4.68000E+02, 3.41646E+03
 4.69000E+02, 3.41209E+03
 4.70000E+02, 3.41440E+03
 4.71000E+02, 3.41625E+03
 4.72000E+02, 3.40672E+03
 4.73000E+02, 3.41658E+03
 4.74000E+02, 3.41288E+03
 4.75000E+02, 3.41464E+03
 4.76000E+02, 3.40720E+03
 4.77000E+02, 3.41211E+03
 4.78000E+02, 3.41639E+03
 4.79000E+02, 3.41486E+03
 4.80000E+02, 3.41842E+03
 4.81000E+02, 3.41588E+03
 4.82000E+02, 3.41119E+03
 4.83000E+02, 3.41530E+03
 4.84000E+02, 3.41379E+03
 4.85000E+02, 3.41295E+03
 4.86000E+02, 3.40868E+03
 4.87000E+02, 3.41581E+03
 4.88000E+02, 3.41719E+03
 4.89000E+02, 3.41442E+03
 4.90000E+02, 3.41712E+03
 4.91000E+02, 3.41196E+03
 4.92000E+02, 3.41569E+03
 4.93000E+02, 3.41159E+03
 4.94000E+02, 3.41445E+03
 4.95000E+02, 3.41701E+03
 4.96000E+02, 3.41742E+03
 4.97000E+02, 3.40969E+03
 4.98000E+02, 3.39987E+03
 4.99000E+02, 3.42111E+03
 5.00000E+02, 3.41065E+03
 5.01000E+02, 3.41807E+03
 5.02000E+02, 3.41759E+03
 5.03000E+02, 3.41651E+03
 5.04000E+02, 3.41129E+03
 5.05000E+02, 3.41488E+03
 5.06000E+02, 3.41030E+03
 5.07000E+02, 3.40574E+03
 5.08000E+02, 3.41756E+03
 5.09000E+02, 3.41505E+03
 5.10000E+02, 3.41697E+03
 5.11000E+02, 3.41493E+03
 5.12000E+02, 3.41834E+03
 5.13000E+02, 3.41562E+03
 5.14000E+02, 3.41221E+03
 5.15000E+02, 3.41416E+03
 5.16000E+02, 3.41233E+03
 5.17000E+02, 3.41420E+03
 5.18000E+02, 3.41780E+03
 5.19000E+02, 3.41442E+03
 5.20000E+02, 3.41823E+03
 5.21000E+02, 3.39836E+03
 5.22000E+02, 3.41199E+03
 5.23000E+02, 3.40368E+03
 5.24000E+02, 3.40778E+03
 5.25000E+02, 3.41542E+03
 5.26000E+02, 3.41416E+03
 5.27000E+02, 3.41755E+03
 5.28000E+02, 3.41712E+03
 5.29000E+02, 3.41132E+03
 5.30000E+02, 3.41560E+03
 5.31000E+02, 3.41478E+03
 5.32000E+02, 3.41292E+03
 5.33000E+02, 3.41664E+03
 5.34000E+02, 3.41215E+03
 5.35000E+02, 3.40331E+03
 5.36000E+02, 3.41841E+03
 5.37000E+02, 3.41196E+03
 5.38000E+02, 3.41565E+03
 5.39000E+02, 3.41683E+03
 5.40000E+02, 3.41387E+03
 5.41000E+02, 3.41469E+03
 5.42000E+02, 3.41713E+03
 5.43000E+02, 3.40283E+03
 5.44000E+02, 3.40939E+03
 5.45000E+02, 3.41857E+03
 5.46000E+02, 3.41202E+03
 5.47000E+02, 3.40524E+03
 5.48000E+02, 3.40975E+03
 5.49000E+02, 3.40905E+03
 5.50000E+02, 3.41445E+03
 5.51000E+02, 3.41793E+03
 5.52000E+02, 3.41541E+03
 5.53000E+02, 3.41262E+03
 5.54000E+02, 3.40726E+03
 5.55000E+02, 3.41465E+03
 5.56000E+02, 3.41507E+03
 5.57000E+02, 3.41834E+03
 5.58000E+02, 3.41460E+03
 5.59000E+02, 3.41044E+03
 5.60000E+02, 3.42104E+03
 5.61000E+02, 3.40801E+03
 5.62000E+02, 3.41101E+03
 5.63000E+02, 3.41413E+03
 5.64000E+02, 3.41023E+03
 5.65000E+02, 3.41692E+03
 5.66000E+02, 3.41572E+03
 5.67000E+02, 3.41757E+03
 5.68000E+02, 3.41359E+03
 5.69000E+02, 3.41954E+03
 5.70000E+02, 3.40611E+03
 5.71000E+02, 3.41940E+03
 5.72000E+02, 3.41246E+03
 5.73000E+02, 3.41116E+03
 5.74000E+02, 3.36487E+03
 5.75000E+02, 3.41184E+03
 5.76000E+02, 3.40933E+03
 5.77000E+02, 3.41369E+03
 5.78000E+02, 3.41378E+03
 5.79000E+02, 3.40709E+03
 5.80000E+02, 3.41319E+03
 5.81000E+02, 3.39360E+03
 5.82000E+02, 3.41521E+03
 5.83000E+02, 3.40663E+03
 5.84000E+02, 3.41131E+03
 5.85000E+02, 3.41071E+03
 5.86000E+02, 3.41496E+03
 5.87000E+02, 3.40966E+03
 5.88000E+02, 3.40993E+03
 5.89000E+02, 3.40825E+03
 5.90000E+02, 3.40604E+03
 5.91000E+02, 3.40684E+03
 5.92000E+02, 3.40476E+03
 5.93000E+02, 3.41463E+03
 5.94000E+02, 3.41481E+03
 5.95000E+02, 3.41088E+03
 5.96000E+02, 3.40879E+03
 5.97000E+02, 3.40655E+03
 5.98000E+02, 3.40929E+03
 5.99000E+02, 3.41403E+03
 6.00000E+02, 3.41050E+03
 6.01000E+02, 3.40544E+03
 6.02000E+02, 3.42105E+03
 6.03000E+02, 3.41765E+03
 6.04000E+02, 3.41488E+03
 6.05000E+02, 3.41601E+03
 6.06000E+02, 3.41548E+03
 6.07000E+02, 3.40443E+03
 6.08000E+02, 3.40869E+03
 6.09000E+02, 3.41458E+03
 6.10000E+02, 3.40190E+03
 6.11000E+02, 3.40933E+03
 6.12000E+02, 3.41554E+03
 6.13000E+02, 3.41510E+03
 6.14000E+02, 3.36486E+03
 6.15000E+02, 3.41605E+03
 6.16000E+02, 3.41703E+03
 6.17000E+02, 3.41144E+03
 6.18000E+02, 3.40107E+03
 6.19000E+02, 3.40551E+03
 6.20000E+02, 3.41080E+03
 6.21000E+02, 3.41809E+03
 6.22000E+02, 3.40615E+03
 6.23000E+02, 3.40867E+03
 6.24000E+02, 3.40637E+03
 6.25000E+02, 3.40183E+03
 6.26000E+02, 3.41052E+03
 6.27000E+02, 3.41531E+03
 6.28000E+02, 3.40372E+03
 6.29000E+02, 3.39365E+03
 6.30000E+02, 3.41224E+03
 6.31000E+02, 3.41384E+03
 6.32000E+02, 3.40991E+03
 6.33000E+02, 3.41145E+03
 6.34000E+02, 3.41444E+03
 6.35000E+02, 3.41404E+03
 6.36000E+02, 3.41361E+03
 6.37000E+02, 3.41320E+03
 6.38000E+02, 3.36514E+03
 6.39000E+02, 3.40836E+03
 6.40000E+02, 3.40933E+03
 6.41000E+02, 3.40710E+03
 6.42000E+02, 3.41728E+03
 6.43000E+02, 3.41566E+03
 6.44000E+02, 3.41235E+03
 6.45000E+02, 3.42086E+03
 6.46000E+02, 3.41059E+03
 6.47000E+02, 3.40979E+03
 6.48000E+02, 3.41290E+03
 6.49000E+02, 3.41517E+03
 6.50000E+02, 3.40974E+03
 6.51000E+02, 3.40894E+03
 6.52000E+02, 3.40905E+03
 6.53000E+02, 3.36495E+03
 6.54000E+02, 3.36475E+03
 6.55000E+02, 3.41460E+03
 6.56000E+02, 3.40933E+03
 6.57000E+02, 3.41400E+03
 6.58000E+02, 3.38154E+03
 6.59000E+02, 3.41345E+03
 6.60000E+02, 3.41395E+03
 6.61000E+02, 3.36536E+03
 6.62000E+02, 3.40432E+03
 6.63000E+02, 3.41332E+03
 6.64000E+02, 3.36469E+03
